comment,rating,thumbsUpCount,at
bagus.. saya gaperlu antri tiket lagi.. masukan kode 4UQOOG buat dapet dana Rp25000 mayan gan,5,0,2018-12-28 13:13:56
"bermanfaat banget. jadi gausah nganti buat beli tiket xxi, yang lain ngantri aku udah dapet tiket. udah gitu yang tadinya 70k jadi cmn bayar 16 kak. love it, kalo kalian mau dapet voucher 25k bisa masukin kode 1I2FJS",5,0,2018-12-28 11:02:40
"Simple kok, jadi asik secara pemakain nya.",5,0,2018-12-28 10:53:08
"tidak bisa masukan kode undanga voucher ,selalu gagal padahal.kode baru digunakan",3,0,2018-12-28 10:44:03
"suka bgt sama aplikasi nya. sangat membantu. beli tiket no antri2. yuk buat pendaftar pertama, biar dapet voucher gratis 25.000 pake kode undang teman dr aku : X9MOIA 😊",5,0,2018-12-28 10:00:35
"simpel, mudah digunakan, dan aman. hebat pisan...",5,0,2018-12-28 08:42:14
saya membayar dengan dana namun tidak bisa karna harus masukan pin sedangkan dari awal tidak ada pembentukan pin sehingga harus reset pin oleh cs lalu menghubungi cs tapi tidak bisa kirim email pun tidak dibalas ini saya jadi rugi sudah isi saldo untuk nonton malah gabisa,1,2,2018-12-28 08:27:10
"tidak repot dan tidak antri,jadi sangat terbantu",5,0,2018-12-28 07:16:36
sangat mudah digunakan dan bnyk promo menarik,5,0,2018-12-28 05:56:49
"Mantap Terus, Tingkatkan terus user interfacenya",5,0,2018-12-28 05:02:37
"aplikasi nya bagus bgt,memudahkan kita untuk memesan tiket. trimakasih",5,0,2018-12-28 03:50:29
jangan minta update terus dong. penuh memori. yg ada ntar malah ke apus,4,0,2018-12-28 03:25:22
"Bagi anda pendaftar baru, jangan lupa masukkan kode undangan: XAALL5 dan dapatkan gratis voucher sebesar 25000.bisa dipake buat nontonn loh. terimakasih tixd!!",5,0,2018-12-28 00:26:29
"Bagus bgt nih aplikasi kyk gini memudahkan kita yg mau nonton gak perlu takut kehabisan kursi & bebas antri diloket, mantulll.... Masukin kode ini deh ; WJCT1E nnt kamu bisa dpt voucher 25rb lho.",5,0,2018-12-27 22:50:56
"The best 👍, gak usah ribet antri lagi semua dilakukan dengan mudah. terimakasih TIX ID ❤.. mau dapetin voucher 25 ribu masukin aja kode -> 2N0DOD 💕💕",5,0,2018-12-27 19:30:52
"bagi kamu yang baru ingin download dan mendapatkan voucher 25.000, silahkan mauskan kode voucher ini di halaman voucher nanti pas register. terimakasiiih kode : 1IECJG",5,0,2018-12-27 17:28:55
"sangat membantu, jadi gak perlu repot antri lagi. kalian mau dapat voucher 25.000 ? Masukkan kode DE52GD saat daftar di TIX ID",5,1,2018-12-27 15:53:52
"aplikasi sih keren tapi Apabila kehilangan nomor HP, akun di DANA yg telah di registrasi ga bakal bisa ganti nomor HP, harus buat akun lagi. padahal Saldo Masih Banyak dan Vocher masih banyak dan bisa di gunakan kembali.. dan solusi tetap harus ganti nomer HP.. kecewa juga sih.. masa ganti nomer HP ga bisa!",3,1,2018-12-27 14:56:57
"Bagi kalian pengguna baru Tix ld nih. Jangan lupa untuk daftar dulu yaa guys, terus kalian juga bisa dapetin Voucher senilai Rp. 25000 nih guys, caranya gampang banget guys tinggal registrasi terus masukin kode Voucher ini ""U58TIE"" dan kalian bisa langsung dapetin Voucher tersebut, Gampang banget kan 😊",5,2,2018-12-27 14:24:32
"Positip baik, mudah penggunaannya, TOP",5,0,2018-12-27 14:08:51
"Suka dg kemudahannya. Tambah menarik dg banyaknya potongan2 dan tawaran presale eksklusif di aplikasi. Cuma memang sayang kalau pas ada promo gitu, server jadi suka lemot dan buat transaksi jadi failed. Semoga makin baik lagi seterusnya",5,2,2018-12-27 11:26:31
Untuk promosi buat 1 get 1. Waktunya diperlama ya. Mksh memuaskan,5,0,2018-12-27 10:58:54
"ok sip, kalau bisa perbanyak promosi dan diskonnya",5,0,2018-12-27 09:57:04
TIX memermudah pembelian tiket. ga pake ribet. hy letak kursi yg tak sesuai/persis seerti yg di pilih saat pembelian online..yang mau dapat voucher 25rb..masukkan kode ini ya RZBCXP,3,1,2018-12-27 09:10:23
"transaksi pertama saya beli tiket, dan sudah confirm pembayaran via cc. suddenly, yg muncul adalah pengembalian dana, bukan transaksi berhasil. how come? akhirnya saya transaksi lg utk film yg sama, dikursi dan waktu yg sama, dan payment lagi, baru berhasil. jadi di cc terpotong 2 kali. ada info via email dana akan dikembalikan. sy agak worry utk transaksi lagi.",2,4,2018-12-27 08:55:03
"enak si ad tix ne, tpi mahal kali biaya tax(admin nya) , kl bs di kurangi lagii",3,0,2018-12-27 08:28:57
"📛💯Luar biasa, Aplikasi Tix Memudah kan kita untuk Menonton bioskop,udah gitu Tanpa ngantri. FREE VOUCHER 25K Jangan lupa Buat teman-teman Memasukkan Kode undangan: 6CHQUB 🆓",5,0,2018-12-27 08:27:22
NOMER SAYA YG AWAL SUDAH TER BLOKIR. DI TIX ID DANA SAYA SUDAH GANTI KE NOMER YANG BARU. SAAT TRANSAKSI TIKET KODENYA DIKIRIMKAN SMS KE NOMER YANG SUDAH TERBLOKIR. BAGAI MANA INI? SAYA MASIH ADA SISA SALDO BANYAK. TAPI TDK BISA DIPAKAI,1,0,2018-12-27 08:17:13
Seru.. Gak perlu antri2 tiket. langsung bintang 5. Yuk pake kode ini buat dapetin voucher 25000 -> 8B38NQ,5,0,2018-12-27 07:50:44
download dan masukan kode AYH8HK dan dapatkan vocer. keren banget😂,5,0,2018-12-27 07:03:52
aplikasinya membantu banget jadi ga perlu lagi ngantri untuk beli tiket. bagi kalian yang baru mau mendaftar masukan kode ZVSUVW supaya bisa mendapatkan voucher 25.000,5,1,2018-12-27 05:56:03
"sangat bagus, bli tiket jd ga antri..bisa liat sinopsis juga..kereenn",5,0,2018-12-27 05:53:38
"tanpa repot antri beli tiket k cashier dan pilih tempat duduk sendiri, tinggal datang dan scan barcode.",5,0,2018-12-27 05:50:17
"sangat membantu buat kalian yang pengen nonton film, garibet buat ngantri dan bisa pilih tempat favorit kalian, gunakan kode EXWG4Y dan dapatkan voucher 25.000",5,0,2018-12-27 05:14:53
"mantap lah pkoknya !! ,nnton dibioskop gg prlu ribet lagi ,nggk prlu antri tiket ,nggk prlu nunggu lama ,tinggal buka apl trus ikutin ptunjuknya udah simple ,jangn lupa pas login masukan kode Z4369A langsung dpet voucher 25rb lmayan kan ,??",5,1,2018-12-27 05:13:53
"boleh juga, gak ribet antri tiket, kalo bisa ada cashbacknya",4,0,2018-12-27 05:08:57
"ga perlu ribet antri lagi, salin kode unik ini 7S0CAZ saat awal daftar kamu akan dapat voucer 25.000",4,0,2018-12-27 04:30:22
"simple, mudah dipakai, pembayaran mudah dan cepat",5,0,2018-12-27 03:58:16
"Pesan tiket sudah lebih mudah dengan TIX ID ga perlu ribet antri dan bawa dompet teval ketika ingin membeli tiket dalam jumlah banyak. yuk masukan kode K3YOBL dan segera dapatkan voucher senilai 25.000, voucher itu bisa digunakan sebagai diskon ketika ingin memesan tiket di TIX ID yuk segera download dan masukan kode K3YOBL",5,55,2018-12-27 03:45:32
"Update nya kelamaan, keburu kesiangan. Udah ditunggu dari tadi pagi",2,0,2018-12-27 01:52:00
"jangan top up saldo disini, lupa pin di persulit, cs di hubungi jawabnya muter2 gak jelas. baru top up gak bisa di pakek, sama aja penipuan/nyuri duit pelanggan.",1,0,2018-12-26 21:29:14
"sangat membantu, jadi gak perlu repot antri. time is money 👌 ayo gabung, yg mau voucher 25.000 jangan lupa masukkan kode 311UEC",5,0,2018-12-26 16:33:48
"aplikasi ini sangat membantu sekalii, buqt kalian ayo download juga, dan dapatkan voucher 25.000 dengan masukan kode undangan ""EU0MBL"" yaaaaa....",4,0,2018-12-26 16:20:25
tiket udh dibeli dan voucher 25 rb udh dipke. eh malah di refund dg alasan kursi udh dijual. bgitu back pilih kursi voucher udh gg bisa di pke. maksudnya apa ini. aplikasi tipu2. masa sistemnya kaya gt. perbaiki dong. voucher gg dinikmati kok malah dibiarkan hangus.,1,2,2018-12-26 10:04:44
udh beberapa kali beli udh berkurang saldo tapi tiket nya ga ada. buat temen2 ati2 kalo mau pake apk ini jangan sampe kaya saya,1,0,2018-12-26 09:35:20
Awal transaksi dikecewakan karena transaksi gagal dan promonya hilang,1,0,2018-12-26 07:56:12
"Banyak promo, sama gampang pesennya, mantap",5,0,2018-12-26 07:55:25
mau nonton? tapi malas karena antrian yang panjang. segera download TIX ID sekarang. bisa booking tiket untuk kapanpun. masukkan kode IZLUQO saat mendaftar untuk dapat voucher rp. 25.000. lumayan beli 2 tiket bayar 1 tiket. hanya di TIX ID.,5,0,2018-12-26 07:39:09
awalnya doang bagus bisa pake promo2 gt semenjak ada pembaruan jd gabisa waktu itu udah beli tiket pake promo yg buy 1 get 1 malah dibalikin saldonya pdhl gaminta balik skrg jd gabisa lagi make promo buy 1 get 1. tolong diperbaiki dong biar kayak awal lagi,3,0,2018-12-26 07:20:36
promo diskon 50% hilang karna transaksi gagal... percuma aksesnya.,1,0,2018-12-26 06:58:42
"mantaps membantu bangun bisa pesan dengan mudah tanpa antri ,lebih mantap lagi kalo promonya dibanyakin hehehe",5,0,2018-12-26 06:58:29
"lumayan,,gak ngantri,gak nunggu lama, bisa di boking dimana saja, promonya buy 1 free 1 di hari rabu sebulan 4 kali ia admin..biar puas konsumen di hari rabu nonton..",5,0,2018-12-26 06:46:32
hahaha ..... anjir gw pesen tiket disini udah ada sms kalo gw berhasih eh ternyata apa anjr dana gw ke balikin lagi... anjr untung gw blm dateng and notif nya gw baca coba kalo ga! yang bnr dong ah kalo kaya gini kan gmn jadi pusing untung aing ga gblk,2,0,2018-12-26 06:45:03
"Hallo TIX ID. Saya sudah order tiket dan sudah bayar. Tapi sudah hampir 1 jam, no. tiket tidak muncul juga. Statusnya menunggu kursi. Saya sudah email tidak ada respon. saya telpon CS tidak ada yang angkat. Saya cek lagi buat order ulang, kursi tersebut sudah tidak ada. gimana donk solusimu?",1,0,2018-12-26 06:44:56
"masa udah beli tiket. status sdh berhasil. terus keterangan ""sedang mencari tempat duduk"" . dan pemberitahuan 30 menit kemudian akhirnya gagal and d refund saldonya. mau order lg ga bisa krn seatnya sdh habis. payah nih Tix Id. mau gampang nonton kok jd malah ribet yaa.",2,21,2018-12-26 06:40:06
Kenapa saya beli tiket sudah di bayar juga tp status masih di proses carikan kursi. Status ga berubah udah 1jam padahal jam boking nya kurang 2jam lagi,2,1,2018-12-26 06:39:36
sudah beli tiket mala menunggu proses transaksi dan akhirnya direfundkan.. sungguh tidak menyenangkan ketika sudah memilih posisi tempat duduk sesuai keinginan mala batal..,4,0,2018-12-26 06:32:19
"cepat, mudah, simple banget mau nonton tinggal order pke hp 🤩",5,0,2018-12-26 06:20:44
"Sangat buruk. Aplikasi lemot. Padahal hp lancar,jaringan lancar. Payah",5,2,2018-12-26 05:46:19
"Aplikasi nya bagus bisa pesan tiket tanpa antri, dapat kan voucher 25.000 dengan masukan kode undangan ini 4IWTFO pertama daftar.",4,0,2018-12-26 05:37:42
TIX.ID memudahkan untuk beli tiket nonton jd gak harus ngantri panjang di bioskop. PAKAI kode ini 'XQKXNE' saat pertama kali daftar untuk mendapatkan reward 25.000,5,0,2018-12-26 05:31:25
mudah dan gak ribet. mantap deh pakai Tix id. banyakin promonya aja ya ...,5,0,2018-12-26 04:31:03
"sangat membantu and gak perlu antri, thank u ☺",5,0,2018-12-26 03:44:30
"Mau dong Dapat Voucher nya atau bisa nobar,semoga emang rezeki ku yaaaa,buat nyenengin anak bisa liat film kesayangan nya",5,0,2018-12-26 02:21:43
"Keren banget bisa pesen tiket tanpa harus antri, sekarang pesen tiket aja online, mesen baju online, mesen barang online, dia online gk bales 😂,,, mau dapet potongan sebesar Rp.25,000 ayo gunakan kode ITH2QG untuk mendapatkan potongan",5,1,2018-12-26 00:40:40
"Beli tiket nonton jadi lebih praktis dan gak ribet, gak perlu ngantri di loket lagi. Untuk pengguna baru gunakan kode MDKAYA buat dapetin voucher Rp 25.000. Kode: MDKAYA",5,0,2018-12-26 00:10:21
"opsi pergantian pin dana yang sulit , baru isi saldo karna pin dana lupa jd nya batal nonton, mohon bantuannya agar di reset pin dana saya dan dikirimkan pin default terimakasih",1,0,2018-12-25 23:44:45
"Dengan menggunakan aplikasi tix id, anda bisa membeli tiket dimana saja tanpa mendatangi bioskop dan menghemat waktu karena tidak perlu mengantri, untuk anda pengguna baru bisa mendapatkan voucher Rp. 25.000 dengan cara memasukkan kode ""ENVCUM"" di kolom kode referal pada saat mendaftar",5,18,2018-12-25 22:12:01
"suka, hari ini saya ninton dapat diskon tiket 50%. tapi ada sedikit masukan bagi tix id. baiknya apabila ada diskon tiket ada notifikasi di aplikaso maupun sms. agar lemgguna tix id semakin banyak . tks",4,0,2018-12-25 18:42:08
"Terima kasih TIX ID sudah memberikan kemudahan untuk membeli tiket bioskop dengan harga terjangkau.. Yuk gunakan kode ku : LDPYEU untuk mendapatkan Voucher senilai Rp. 25.000,- 😉😉",5,0,2018-12-25 15:44:07
"memudahkan banget untuk kita yang mau nonnton bioskop tanpa antri dan banyak banget promo nya.. buat kalian yang baru download TIX ID, bisa banget nih pake kode voucher undangan 4MKAGI dan dapatkan voucher Rp 25.000 setelah kamu terdaftar di TIX ID dan terhubung ke app DANA",5,0,2018-12-25 15:41:10
"Sudah bagus,. kalau bisa jangan cuma untuk sehari aja pesennya. bisa booking jauh jauh hari kode refferal 4PGTRA",5,0,2018-12-25 14:38:50
terimakasih tix.id sangat mmbantu dan memudahkann.. terimakasih juga untuk vocher2 nyaa. dan untuk teman2 yang ingin mendapatkan vocher nonton Rp25.000 ayoo gunakan vocher KJGY5Y yaa,4,0,2018-12-25 09:24:54
seneng dengan diskonan nya lumayan hemat kantong,4,0,2018-12-25 09:07:38
"terimakasih tix id. jadi gua ga usah repot2 utk ngantri dan bisa milih2 tempat dduk yang nyaman kalo mau beli tiket. oya guys kalo ada yg mau download jangan lupa pake kode undangan ini yaa ""WF8BHI"". thanks",5,1,2018-12-25 08:32:57
"kecewa barusan udah pesen topup udah ada tulisan berhasil tp keterangannya di refund, masukin password bener di anggep salah terus sampai di blokir, lah saldoku masih banyak nggak bisa dipake",1,1,2018-12-25 07:46:15
.aplikasi gampang dilihat.tidak ribet untuk proses pembelian.,5,0,2018-12-25 07:37:48
mantep ni app. byk promo menariknya luarbiasa dri m-tix sy lgsg pindah kesini,5,0,2018-12-25 06:13:34
"suka bngt sm app ini, selain memudahkan dalam membeli tiket , banyak bngt promo2 dan potongan harga yang ditawarkan. i love it!",5,0,2018-12-25 05:50:09
gampang sekali pesan tiket nya dan banyak diskon nya,5,0,2018-12-25 05:27:09
"thx TIX ID, pesan tiket nonton dan pilih tempat duduk jdi lebih mudah 😀, untuk pengguna baru jgn lupa ya pakai kode undangan RYU69C saat mendaftar dan dptkan voucer 25.000* untk potongn pembelian kalian🤗",5,0,2018-12-25 04:58:53
semua jd serba gampang ga ribet pula top dah tix id,5,0,2018-12-25 04:06:20
promo banyakkk..cara top up mudah.. pokoknya ruaarr biasa,5,0,2018-12-25 03:14:48
Recommended banget buat yang males antri tiket dibioskop. Banyak promonya. Cobain pake kode PJBLSI dan dapetin voucher 25.000 buat potongan diskon tiket nonton. 😍😍😍,5,0,2018-12-25 03:06:12
Yuk masukkan kode promo 46YNUK untuk mendapatkan promo terbaik 😊,5,0,2018-12-25 02:53:40
"Untuk install aplikasi pertama kali bisa dapat Rp 25.000 dengan memasukan kode 11IQ4J, coba deh pasti berhasil😃",5,0,2018-12-25 02:41:46
"Aman aman saja,yg error mungkin pake promo. Saya bayar lancar terus. Justru kebantu sama app ini,jadi gak usah ngantri di loket😊😊😊 masukin ya PFYSN3",5,0,2018-12-25 02:27:42
fitur keren dan lebih mudah untuk beli tiket nonton,5,0,2018-12-25 00:00:40
"aplikasi ini sangat membantu teman"" yang memang suka menonton film dibioskop. banyak promonya lo. buat teman"" yg baru mau daftar dapatkan voucher Rp25.000 Kode: SKOXBQ . Selamat mencoba.",5,0,2018-12-24 16:52:17
"benar2 sangat membantu yang tidak ada waktu untuk mengantri, tinggal klik2 saja beres terimakasih 🙏 oh iya untuk dapat voucher Saya mengundangmu download TIX ID & dapatkan voucher Rp25.000 setelah berhasil daftar TIX ID & terhubung DANA. Kode: 3AZ77U",4,26,2018-12-24 16:11:52
promonya mantap. perbanyak lagi promonya,4,0,2018-12-24 15:47:02
Suka banget sama aplikasi ini mudahin aku buat pesen tiket nonton tanpa repot2 antri heheh yuk download aplikasinya segera lalu gunakan kode: FG503Q saat daftar untuk dapatkan voucher 25.000 yuk segeraaaaa jangan sampai ketinggalan,5,1,2018-12-24 15:04:55
THANKS TIX ID. mau nonton ga pake ribet ngantri lagi sekarang. Promonya juga banyak ! Selain itu gunain kode reveral 82UJY1 supaya kamu dapat voucher senilai Rp.25.000. Lumayan banget kan. Selamat mencoba !,5,1,2018-12-24 14:38:56
tolong di perbaiki tentang pin dana yang lupa dengan pin dana dengan lewat via sms kode yang sudah di masukan seharusnya langsung di kirim via sms jangan buka dengan dan webnya eror dan seharusnya bisa di ganti ulang pin dananya ini merugikan seseorang yang sudah top up untuk menonton film dan ingin menonton sampai tidak jadi nonton gara gara tidak bisa pin danannya,3,0,2018-12-24 14:29:12
aplikasi nya bagus jadi makin sering nonton dibioskop sekarang. jangan lupa buat yang baru instal bisa pake kode OG5MCX ini biar bisa dapet potongan 25 ribu 😁,5,0,2018-12-24 12:24:25
"Praktis, tanpa ribet, ada promonya jd lbh murah 😘",5,0,2018-12-24 11:54:14
tolong dong di tingkatin untuk semua wilayah indonesia..masa di pekalongan n semarang udah kedaftar di tegal belum kedaftar di lewatin doang ga sopan untuk bintang 1 dulu maksih.,1,0,2018-12-24 11:47:52
"Bagus sekali tix id memudahkan kita untuk membeli tiket tanpa harus antri, buat pecinta film masukkan kode EMJACS pada saat mendaftar ya dan dapatkan voucer diskon senilai 25.000",5,1,2018-12-24 10:44:58
"enak beli tiket gaantri, banyak promonya jg..",5,0,2018-12-24 08:34:34
"lebih mudah, dan pastinya tidak antri",5,0,2018-12-24 08:20:26
Suka bangett sama aplikasinya banyak voucher yang bisa kita dapatkan. mau dapat voucher Rp 25.000 ? masukkan kode IV47BB pada saat pertama daftar,5,1,2018-12-24 06:46:59
Pemesanan lebih praktis dan tidak perlu mengantri..,5,0,2018-12-24 06:06:32
Haii untuk kalian yang mau nonton film dengan potongan 25k dapat menggunakan kode ini yaa 7I1ZCG cobain aja!! lumayan kan buat potongan klo mau nonton sama gebetan/pacar kalian.. yg jomblo juga bisa kok wkwk,5,0,2018-12-24 05:59:23
sangat praktis digunakan cuma kurang promonya,5,0,2018-12-24 05:28:09
aplikasinya bagus banget buat kalian yang mau dapati voucher 25.000 secara gratis masukan kode ini di pendaftaran awal ke aplikasi dana CGAKLW,5,0,2018-12-24 05:17:35
"Mudah banget buat booking tiket, promonya juga ada bermacam macam, mulai potongan 50%, buy 1 get 1, ada juga voucher gratis 25rb pakai kode B5SDFS, bisa dicombo lagi, pesan tiket berdua pakai buy 1 get 1 sama voucher, bayar cuma 21rb. hahaa. joss dah Tix ID.tiap beli tiket ternyata ada hadiah juga lewat spin di aplikasi Dana. Banyakin lagi deh promonya. yang baru download, jangan lupa masukin kode voucher B5SDFS.",5,1,2018-12-24 05:09:29
"Saya sangat terbantu dengan adanya tix id ini, tix id memudahkan saya untuk mendapatkan tiket tanpa perlu antri dan lebih praktis tentunya. Tapi saya mempunyai sedikit keluhan yang terletak pada saat hendak login dana, server tidak merespon dan terus loading. awalnya saya mengira kesalahan terletak pada jaringan saya, kemudian teman saya pun memiliki keluhan yang sama juga. harap segela di perbaiki. terima kasih 😅",4,0,2018-12-24 04:26:45
setiap mau pakai aplikasinya harus selalu di update dulu. Keseringan update.,2,0,2018-12-24 04:25:55
kalo bisa bioskopnya di tambah pembelian tiket di seluruh bioskop gak cuma di cinemax aja,5,0,2018-12-24 04:12:32
sangat suka... makin mudah... masukan kode BQW4ZI maka kamu akan mendapat vocer 25.000 langsung tanpa load,5,0,2018-12-24 04:04:35
"Terima kasih tix id. Buat ku nyaman nonton pilih tempat duduk sesuka dari rumah dtg ke bioskop langsung nonton.. Hihihi byk promonya juga.. Asyik bagi teman-teman yg mau dpt gratis 25 ribu masukin kode KLSX8U, enjoyy ur watching..",5,2,2018-12-24 03:50:25
"mau buat id bru gk bisa , gk di kirim kode verifikasiny , tolong di perbaiki jaringan 4g tp gk bisa kirm kode verifikasiny pad kartu xl",1,0,2018-12-24 03:09:22
rekomended bngt keren app nya jd lebih mudah,5,0,2018-12-24 02:44:22
perbanyak dan sering sering promonya,3,0,2018-12-24 02:29:14
makasih tix telah memberikan kita nyaman nggak perlu antri panjang dan harganya lebih murah syukaaakkk,5,0,2018-12-24 02:15:03
"aplikasinya mantap lah sangat mempermudah untuk membeli tiket bioskop, bagi kalian yang ingin mendapatkan voucher 25.000 silahkan masukan kode undangan teman 4C9OSP",4,0,2018-12-23 21:06:56
Wah aplikasi ini sangat m3mbantu sekali. Saya mengundangmu download TIX ID & dapatkan voucher Rp25.000 setelah berhasil daftar TIX ID & terhubung DANA. Kode: 1HL5NJ,4,1,2018-12-23 20:52:16
"Suka banget sm aplikasi TIX ID ini, saya sering mendapatlan buy 1 get 1, untuk kamu yang baru mendaftarkan akunnya silahkan masukan kode ""S00EQK"" untuk mendapatkan voucher gratis Rp.25000,.",5,1,2018-12-23 20:00:54
"bener bener suka banget aplikasi nyaaa!!!😍 yuk yg blm gabung, download tix id di playstore/app store. Saya mengundangmu download TIX ID & dapatkan voucher Rp25.000 setelah berhasil daftar TIX ID & terhubung DANA. masukkan Kode: Y8HTHZ untuk dapat voucher gratisnya🤗🤗🤗",5,1,2018-12-23 18:47:02
"aplikasinya bagus,cuma tidak bisa melihat jadwal kedepannya saja,dan mohon untuk PT Nusantara Elang Sejahtera agar mengupdate aplikasi ini agar bisa mengganti nomor telepon yang ada di dalamnya...,terima kasih...",4,0,2018-12-23 15:12:03
"Beli tiket lbh murah,cepat dan gampang.",5,0,2018-12-23 13:44:34
"tak perlu ngantri, tinggal klik langsung nonton",5,0,2018-12-23 11:15:56
saya suka degan aplikasi inib sangat membantu buat nntn jadi gak usah nganteti nganteti lagi deh hehe good buat TIX ID,5,0,2018-12-23 11:07:48
Suka sekali karena pomonya sering dan banyak,5,0,2018-12-23 10:27:33
Bintang 5 deh karna udah sering dpt tiket buy 1 get 1 free hehe.. Ko yg hari rabu nya skrg ga ada lagi promo buy 1 nya ? Keluhannya kdg kalo lagi mulai jam promo nya setelah masuk menu terus mau pilih kursi duduk lama sekali prosesnya kalo mulai lancar loading nya ehhh udah keisi aja tempat duduknya mohon diperbaiki ya tix id.,5,0,2018-12-23 10:19:54
nonton ga pake bingung ga punya duit banyak.. hhi,5,0,2018-12-23 09:50:49
banyak promo dan sangat membantu dalam pembelian tiket 😍,5,0,2018-12-23 09:29:48
"halo gengs buat yang ingin dapat vocher 25k jangan lupa masukkan kode 514KE6, lumayan bgt kann hemat 25k hihi",5,0,2018-12-23 08:19:52
kectehhhlahhh terus tingkatkan dan kasih diskon terus,5,0,2018-12-23 08:09:13
"Sangat suka, pembayaran tiket tidak rumit dan sangat membantu",5,0,2018-12-23 07:47:02
Mantap...yang penting kasih promosi terus..tix oke bgt..,5,0,2018-12-23 07:20:28
"pesen tiket jd mudah, recommended app tentunya, sukses buat tix.id",5,0,2018-12-23 07:09:31
Aplikasinya lumayan menguntungkan..selalu ada promo buy 1 get 1,4,0,2018-12-23 07:05:05
"good app, yg mau diskon 25rb masukkan kode MG8QVO pada saat pendaftaran",5,0,2018-12-23 06:23:02
Aplikasinya Jelek bgt. Ribet. Buat ganti pin dana susah bgt. Ternyta harus klik logo dana. Mana orang tau coba. Harusnya ada di pengaturan aja. Jadi harus berkali kali nlp ke cs. Buang buang pulsa aja. Yang Belum download lebih baik gak usah download. Sumpah ribet bgt Pake apl ini,1,16,2018-12-23 06:20:47
simple. dan lbh baik gagda biaya layanan.,4,0,2018-12-23 05:18:32
aplikasi mudah di mengerti mantul mantap betul,5,0,2018-12-23 04:51:14
keren.. bisa pesan tiket gak repot2 antri ke bioskop.. mo dpt voucher 25rb? masukin kode ini yaa AGX3QK 😉😍😘,5,0,2018-12-23 04:39:07
TIX ID mantap jiwa. Banyak promonya. Mudah pesan tiketnya. Pesan kursi sesuka kita. Ga perlu antri lama. TIX ID jaya dan beretika 😂,5,0,2018-12-23 04:32:37
Aplikasi cukup baik.. pakai kode BLJMLD utk mendapatkan promo,5,0,2018-12-23 04:32:34
Mantap.. gak susah antri.. dpt potongan harga lagi.. 👍👍,5,0,2018-12-23 04:27:02
"Mantap betul, jadi ga perlu repot-repot buat ngantri lagi🤗",5,0,2018-12-23 04:18:13
"bagus sihh.. secara keseluruhan memudahkan ya, soalnya bisa mesan dri jauh, ga mesti langsung ktmpt, kehabisan tiket, sedih wkwkwkwk, untuk yg baru mau install, masukin aja kode 4YBZJL, biar dapat voucher 25.000, manteb loh",5,2,2018-12-23 03:46:48
pesen tiket lebih mudah dan gak perlu zonk karna udah antri panjang trus ternyata udah abis tiketnya. plus ada buy 1 get 1 dan diskon lainnya.,5,0,2018-12-23 03:07:36
"saldo dana saya sudah terpotong untuk pembelian 2 tiket tapi kode bookingnya tidak muncul, dan saldo dananya tidak di refund, coba untuk lakukan komplain via telpon tapi nomornya tidak dapat di hubungi, kirim komplain via email tidak di tanggapai, saya kecewa dan merasa dirugikan.",1,42,2018-12-23 03:01:01
Suka banget pakek TIX.ID beli tiket nonton gak capek dan bebas antri panjang lagi. Mau dapat voucher 25.000 masukin kode DFHCP9 saat pertama kali daftar.,5,1,2018-12-23 02:59:37
"untuk yang mau mendapatkan gratis voucer Rp. 25.000, caranya gampang cuman masukin kode 1EB1BY saat awal masuk",5,0,2018-12-23 02:17:59
"baguss memudahkan untuk beli tiket bioskop, Oh ya buat dapetin voucer 25.000 masukan kode 78U8LL",5,0,2018-12-23 01:09:59
Nonton lebih mudah tanpa perlu ngantri panjang.Pembayaran pun lebih gampang dengan DANA.Ayo gunakan kode ku QQPEPS dan dapatkan potongan 25.000 WOW...,5,0,2018-12-22 23:05:21
seneng ama diskonannya. terus top up dana tanpa biaya adm dari bank lagi... pokoknya top bgt,5,0,2018-12-22 14:23:36
"aplikasi ini sangat bangus dan ngebantu banget, kurangnya cuma ga semua studio ada, beberapa film jg ga bisa dibeli",5,0,2018-12-22 14:11:08
"Terima kasih TIX ID! Sekarang saya dapat dengan mudah membeli tiket secara online tanpa harus ikut mengantri. Ayo pengguna baru yang mendaftar, ingin mendapat voucher 25.000? Masukkan kode ini: ZQEFDG.",5,73,2018-12-22 13:05:40
"lebih cepat dan lebih mudah menggunakan TIX ID jika ingin membeli tiket bioskop tanpa antrian, pakai kode GO9GYC pda pendaftaran pertama supaya dapat voucher lebih murah👍",5,1,2018-12-22 11:08:48
mantap aplikasinya jd nggk perlu antri....masukin kodenya AY5FSY,5,0,2018-12-22 11:05:58
Lebih mudah pesen tiket bioskopnya.. suka sekali sm aplikasi ini,5,0,2018-12-22 10:56:33
coba bisa transaksi gagal jika pesanan tiket tidak jadi digunakan,4,0,2018-12-22 10:37:55
baguss promo buy 1 get 1 nya selalu saya tunggu2👍,5,0,2018-12-22 10:36:39
"kerenn banget, sangat mudah dan promonya itulohhhh kerrrreeen",5,0,2018-12-22 10:29:26
masukin kode temen kok perangkat ini sudah menukarkan kode sebelum nya aneh sih,1,0,2018-12-22 10:25:15
banyakin bonus2 dan gratisan dong utk tiket nonton nya ...,5,0,2018-12-22 10:13:31
mau nonton jadi mudah dan simple sejak ada aplikasi ini.,5,0,2018-12-22 10:12:06
